MemberID,MembershipType,FlexAddOn,FSA,AccountOpened,LastVisit,TotalVisits,CanEmail,CanPhone,TotalSales
1457,Individual,0,N2M,2017-12-16,2018-10-31,6,YES,YES,70.95
1457,Dual,0,N2M,2013-06-28,2013-12-31,1,YES,YES,0
1458,Dual,0,N2K,2018-03-09,2019-03-15,11,YES,YES,80
1459,Individual,0,N2E,2014-07-28,2014-08-13,3,YES,YES,580.79
1460,Teacher,0,NULL,2016-09-02,2016-09-02,1,YES,NO,0
1461,Teacher,0,NULL,2014-04-10,2014-04-16,2,YES,NO,0
1462,Teacher,0,NULL,2014-04-05,2014-08-21,1,YES,NO,0
1463,Family,0,N2N,2019-03-15,2019-08-09,7,YES,YES,106.3
1463,Teacher,0,NULL,2018-03-14,2018-07-25,2,YES,NO,19.9
1464,Dual,1,N2L,2015-05-15,2020-02-12,244,YES,YES,1198.19
1465,Family,0,N2E,2015-11-12,2019-05-04,25,YES,YES,356.2
1466,Family,0,N2V,2013-06-28,2014-02-23,1,YES,YES,0
1467,Individual,0,NULL,2014-12-05,2019-09-08,11,NO,NO,0
1468,Dual,0,N2K,2017-04-02,2018-01-02,4,YES,YES,340
1469,Dual,0,N2L,2014-11-08,2019-03-23,26,YES,YES,254.85
1470,Teacher,0,NULL,2014-10-10,2014-10-10,1,YES,NO,0
1471,Dual,0,N2H,2014-03-08,2015-12-23,6,YES,YES,180
1472,Student,0,NULL,2016-03-19,2016-03-19,1,YES,YES,0
1473,Dual,0,N2P,2019-09-04,2020-03-04,6,YES,YES,100.76
1474,Family,0,N2T,2013-10-26,2014-04-04,4,YES,YES,120
1474,Dual,0,N2T,2016-05-06,2016-05-06,1,YES,YES,49.1
1475,Individual,0,N2E,2014-01-03,2020-11-13,241,YES,YES,310.6
1476,Teacher,0,NULL,2019-09-01,2019-09-01,1,YES,NO,38.95
1477,Teacher,0,NULL,2019-08-08,2019-08-08,1,YES,NO,9.95
1478,Family,0,N2E,2015-03-28,2018-07-20,21,YES,YES,1433.97
1479,Family,0,N2H,2013-06-28,2017-03-25,51,NO,YES,635.52
1480,Individual,0,N2M,2017-11-11,2018-11-23,8,YES,YES,103.73
1481,Teacher,0,NULL,2017-08-01,2017-08-01,1,YES,NO,0
1482,Dual,0,N2H,2013-07-03,2018-05-31,21,YES,YES,175.55
1483,Individual,0,N0B,2013-06-28,2014-11-05,7,YES,YES,57.5
1484,Dual,0,N0B,2018-01-02,2018-12-28,12,YES,YES,109.85
1485,Individual,0,N2M,2014-11-20,2015-08-18,12,YES,YES,46
1486,Family,0,N2P,2019-03-21,2020-02-27,13,YES,YES,150
1487,Dual,0,N2E,2015-02-16,2017-03-16,26,YES,YES,520.95
1488,Family,0,N0B,2019-12-29,2019-12-29,1,YES,YES,150
1489,Family,1,N2A,2018-10-31,2019-05-23,9,YES,YES,180
1490,Dual,0,NULL,2018-09-29,2018-09-29,1,NO,NO,80
1491,Dual,0,N2G,2015-12-12,2016-11-25,4,YES,YES,70
1492,Individual,0,N2P,2013-06-28,2015-04-11,4,YES,YES,52.95
1493,Dual,1,N2M,2017-04-29,2019-08-27,28,YES,YES,172.03
1494,Family,0,N2K,2019-04-20,2020-02-02,5,YES,YES,150
1495,Family,0,N2H,2013-06-28,2018-07-04,3,YES,YES,675
1496,Student,0,L4J,2016-10-23,2016-10-23,2,YES,YES,95.57
1497,Dual,0,N2K,2014-06-01,2015-03-20,5,YES,YES,110
1498,55 & Better,0,N1M,2020-01-03,2020-01-31,3,YES,YES,33
1499,Dual,0,N2E,2013-07-17,2014-08-01,2,YES,YES,119.05
1500,Student,0,N1P,2013-06-28,2015-05-22,1,YES,YES,0
1501,Teacher,0,NULL,2014-06-11,2014-06-11,1,NO,NO,10.5
1502,Dual,0,N2K,2020-02-17,2020-09-19,2,YES,YES,66.04
1503,Dual,0,N3T,2015-11-21,2018-12-31,14,YES,YES,103.05
1504,Dual,0,M0G,2014-11-26,2015-03-11,6,YES,YES,336.02
1505,Individual,0,N2H,2014-09-19,2014-11-07,13,YES,YES,40
1506,Family,0,N0J,2018-03-16,2018-10-06,2,YES,YES,100
1507,Individual,0,N2A,2014-10-17,2016-06-01,23,YES,YES,195.13
1508,Individual,0,NULL,2014-12-19,2015-11-21,3,YES,YES,40
1509,Family,0,N0B,2017-10-25,2017-04-15,12,YES,YES,285
1510,Family,0,N2A,2013-08-02,2017-03-19,20,YES,YES,454.45
1511,Dual,0,N2G,2015-04-15,2017-03-04,27,YES,YES,182.48
1512,Family,0,N2M,2013-07-05,2014-02-15,3,YES,YES,120
1513,Family,0,N2P,2018-12-05,2020-01-04,9,YES,YES,204.09
1514,Dual,0,N2J,2019-11-23,2019-11-23,1,YES,YES,56.1
1515,Individual,0,N2L,2016-12-22,2017-01-14,2,YES,YES,40
1516,Family,0,N2V,2013-12-20,2014-12-14,4,YES,YES,120.5
1517,Family,0,N2K,2018-01-20,2019-01-13,12,YES,YES,335
1518,Family,0,N2H,2013-06-28,2014-06-15,3,YES,YES,120
1519,Individual,0,N2E,2014-03-05,2015-03-17,6,YES,YES,52.9
1520,Dual,0,N2H,2016-03-18,2017-02-04,7,YES,YES,52.1
1521,Dual,0,N2A,2014-08-01,2019-05-22,36,YES,YES,448.88
1522,Dual,0,N2L,2015-08-28,2016-01-31,3,YES,YES,46.1
1523,Teacher,0,NULL,2014-07-08,2017-03-14,2,YES,NO,8.95
1524,Family,0,N2C,2013-06-28,2013-08-15,1,YES,YES,0
1525,Dual,0,NULL,2015-11-01,2016-03-26,3,NO,YES,78.95
1526,Family,0,NULL,2019-10-12,2020-08-01,22,YES,YES,159
1527,Dual,0,N2H,2019-03-31,2020-03-11,3,YES,YES,52.1
1528,Individual,0,N2P,2018-07-30,2019-07-03,6,YES,YES,88.89
1529,Family,0,N1E,2016-01-22,2016-09-30,3,YES,YES,161.95
1530,Individual,0,W1R,2013-08-30,2019-03-13,4,YES,YES,116.75
1531,Dual,0,N1H,2015-01-31,2015-01-31,1,YES,YES,70
1532,Individual,1,N5A,2018-05-04,2019-03-23,4,YES,YES,29.85
1533,Family,0,N2V,2014-03-09,2014-08-16,4,NO,YES,128.98
1534,Dual,0,N2K,2013-06-28,2017-02-19,6,YES,YES,256.89
1535,Teacher,0,NULL,2017-07-14,2019-12-31,1,YES,NO,0
1536,55 & Better,0,N0G,2020-03-08,2020-03-08,1,YES,YES,35
1537,Teacher,0,NULL,2019-12-29,2019-12-29,1,YES,NO,0
1538,Teacher,0,NULL,2019-06-05,2020-02-20,2,YES,NO,23.9
1539,Teacher,0,NULL,2016-09-03,2019-04-05,2,YES,NO,16.9
1540,Dual,0,N2L,2014-07-28,2014-08-12,2,YES,YES,52.1
1541,Dual,0,N2V,2015-06-27,2015-08-25,2,YES,YES,392.95
1542,Dual,1,N2E,2015-07-20,2018-10-20,12,YES,YES,142.15
1543,Individual,0,N2M,2016-10-30,2017-11-05,4,YES,YES,80.15
1544,Teacher,0,NULL,2017-10-29,2017-10-29,1,YES,NO,0
1545,Family,0,N2E,2018-05-02,2019-05-01,7,YES,YES,228
1546,Dual,0,N2M,2014-03-16,2015-03-22,17,YES,YES,55.05
1547,Individual,0,N3H,2014-03-08,2015-06-14,5,YES,YES,65.05
1548,Family,0,N2J,2019-11-15,2020-08-27,8,YES,YES,116.15
1549,Dual,0,N2G,2013-06-28,2013-11-03,5,YES,YES,40
1550,Teacher,0,NULL,2016-12-03,2019-01-20,5,YES,NO,0
1551,Family,0,N2G,2018-08-29,2018-12-28,2,YES,YES,150
1552,Individual,0,N2P,2017-07-21,2018-06-28,8,NO,YES,38.05
1552,Family,0,N2P,2019-08-31,2019-10-04,2,YES,YES,150
1553,Dual,1,N2L,2018-03-11,2018-09-08,5,YES,YES,71.05
1554,Family,0,N2G,2013-06-28,2019-12-31,60,YES,YES,886.43
1555,Teacher,0,NULL,2017-02-25,2017-02-25,1,YES,NO,8.95
1556,Dual,0,N2H,2013-06-28,2014-03-19,11,YES,YES,0
1557,Individual,0,N2K,2020-01-11,2020-01-11,1,YES,YES,45
1558,Family,0,N2E,2013-09-12,2014-10-04,4,NO,YES,160
1559,Family,0,N2L,2015-09-15,2016-01-30,4,NO,NO,134.28
1560,Teacher,0,NULL,2016-12-27,2016-12-27,1,YES,NO,0
1561,Teacher,0,NULL,2019-03-11,2019-03-11,1,YES,NO,43.8
1562,Family,0,M4J,2019-12-27,2019-12-27,1,YES,YES,150
1563,Family,0,N2G,2017-10-25,2018-04-13,4,YES,YES,1620.29
1564,Dual,0,N2N,2013-06-28,2014-02-08,2,YES,YES,0
1565,Teacher,0,NULL,2019-09-25,2019-09-25,1,YES,NO,0
1566,Dual,0,N2E,2017-01-13,2017-02-04,3,YES,YES,110
1567,Individual,0,N2A,2018-07-06,2018-11-07,3,YES,YES,31.05
1568,Individual,0,N0B,2018-07-19,2019-03-11,6,YES,YES,31.05
1568,Family,0,N0B,2019-03-11,2020-03-06,5,YES,YES,85
1569,Teacher,0,NULL,2014-08-12,2014-08-12,1,YES,NO,0
1570,Teacher,0,NULL,2017-08-22,2018-01-04,1,YES,NO,17.9
1571,Dual,0,N2G,2017-12-14,2020-01-26,28,YES,YES,237.95
1572,Dual,1,N2A,2018-12-31,2019-10-02,10,YES,YES,124
1573,Individual,0,N3A,2016-01-08,2016-06-15,3,YES,YES,40
1574,55 & Better,0,N2N,2014-11-16,2014-11-30,2,NO,YES,30
1575,Family,0,N2M,2013-06-28,2018-10-31,1,YES,YES,7
1576,Teacher,0,NULL,2017-08-17,2017-08-17,1,YES,NO,44.75
1577,Dual,0,N2N,2015-12-31,2016-11-03,6,YES,YES,66.55
1578,Teacher,0,NULL,2017-03-16,2017-03-16,1,YES,NO,47.75
1579,Family,0,N2T,2018-11-24,2020-02-17,11,YES,YES,235
1580,Teacher,0,NULL,2016-08-12,2016-08-12,1,YES,NO,5
1581,Individual,0,N2M,2013-07-05,2014-06-04,4,YES,YES,39.05
1582,Family,0,N2J,2019-03-03,2019-07-26,19,YES,YES,111.05
1583,Dual,0,N2L,2017-08-07,2018-06-24,8,YES,YES,68.05
1584,Family,0,N2M,2019-07-07,2020-03-07,3,YES,YES,150
1585,Dual,0,N2M,2019-11-27,2020-01-11,5,YES,YES,93.5
1586,Family,0,N2E,2018-11-28,2019-05-01,3,YES,YES,150
1587,Individual,0,N1H,2019-11-16,2019-11-16,1,NO,YES,45
1588,55 & Better,0,M4E,2016-04-24,2018-02-25,6,YES,YES,64.78
1589,Family,0,N2L,2015-11-13,2016-09-02,3,YES,NO,98.15
1590,Family,0,N0J,2019-03-12,2019-12-22,7,YES,YES,91
1591,Dual,0,N2L,2019-08-04,2019-08-04,1,YES,YES,52.1
1592,Family,0,N0B,2019-03-13,2020-02-16,6,YES,YES,79
1593,Family,0,N2C,2013-06-28,2016-10-23,24,YES,YES,23
1594,Family,0,NULL,2013-06-28,2018-07-24,1,NO,NO,33.85
1595,Dual,0,N3C,2016-07-26,2019-11-27,9,YES,YES,136
1596,Individual,0,N2P,2017-06-20,2017-06-20,1,YES,YES,1120
1597,Dual,0,N2H,2013-08-12,2018-06-01,26,YES,YES,103.69
1598,Teacher,0,NULL,2017-03-16,2018-03-25,3,YES,NO,19.9
1599,Student,0,N2H,2019-04-22,2019-08-12,4,YES,YES,23.05
1600,Teacher,0,NULL,2017-10-18,2017-10-18,1,YES,NO,0
1601,Family,0,N2M,2013-06-28,2014-06-22,6,YES,YES,1055.6
1602,Family,0,N2E,2017-10-25,2018-10-25,53,YES,YES,474.01
1603,Family,0,N2R,2017-10-25,2017-08-13,6,YES,YES,150
1604,Teacher,0,NULL,2019-03-06,2020-03-11,3,YES,NO,0
1605,Individual,0,N2N,2015-10-03,2016-06-01,2,YES,YES,420
1606,Individual,0,N2A,2019-01-19,2020-01-25,9,YES,YES,85.5
1607,Individual,1,N0B,2019-07-30,2019-07-30,1,YES,YES,51.1
1608,Dual,0,N2H,2013-06-28,2013-08-21,1,YES,YES,0
1609,Individual,0,N26,2014-03-28,2015-03-29,6,YES,YES,77
1610,Dual,0,L9H,2013-10-27,2014-03-09,2,YES,YES,48.1
1611,55 & Better,0,N2L,2019-01-04,2019-08-10,3,YES,YES,103.69
1612,Individual,0,N4W,2013-06-28,2014-10-15,2,YES,YES,45
1613,Dual,0,N2G,2014-11-16,2016-08-20,20,YES,YES,143.95
1614,Teacher,0,NULL,2017-04-12,2019-10-16,2,YES,NO,7
1615,Dual,0,N2M,2019-03-09,2019-03-09,2,YES,YES,76
1616,Teacher,0,NULL,2017-08-25,2017-08-25,1,YES,NO,0
1617,Individual,0,N2V,2017-01-18,2018-01-06,3,YES,YES,0
1618,Individual,0,N2K,2018-05-30,2018-05-30,2,YES,YES,415
1619,Dual,0,N2M,2017-03-17,2017-06-02,3,YES,YES,54.64
1620,55 & Better,0,N2V,2018-09-03,2018-09-03,1,YES,YES,35
1621,55 & Better,0,N2H,2018-07-11,2019-07-06,5,YES,YES,126.55
1622,Dual,1,NULL,2018-07-31,2019-03-23,5,NO,YES,119.95
1623,Family,0,N0B,2013-07-10,2014-01-25,2,YES,YES,0
1624,Family,0,N2V,2018-02-24,2020-02-12,50,YES,YES,418.5
1625,Dual,0,N2G,2014-03-08,2015-03-20,4,YES,YES,110
1626,Dual,0,N2R,2016-03-20,2018-11-25,6,NO,NO,70
1626,Dual,1,N2R,2018-02-22,2019-02-13,9,YES,YES,244.04
1627,Individual,0,N2N,2015-09-13,2016-08-16,5,YES,YES,98.05
1628,Dual,0,N3C,2019-02-09,2019-03-23,2,YES,YES,80
1629,Family,0,L5K,2013-06-28,2013-07-02,1,YES,YES,0
1630,Teacher,0,NULL,2017-07-29,2017-07-29,1,YES,NO,17.9
1631,Dual,0,NULL,2013-06-28,2014-04-09,1,YES,YES,5
1632,Dual,0,N2G,2013-06-28,2013-07-18,2,YES,YES,84.95
1633,Family,0,N2L,2013-06-28,2020-03-01,10,YES,YES,285
1634,Individual,0,N2K,2017-06-07,2017-08-23,4,YES,YES,1162.27
1635,Family,0,N0B,2015-12-28,2015-12-28,1,YES,YES,150
1636,Dual,0,N2R,2020-02-20,2020-02-20,1,YES,YES,80
1637,Teacher,0,NULL,2019-08-30,2019-08-30,1,YES,NO,9.95
1638,Individual,0,N0B,2017-10-13,2017-10-13,1,YES,YES,33.05
1639,Family,0,N2L,2018-06-06,2018-08-08,6,YES,YES,385.9
1640,Dual,0,N2M,2016-10-21,2017-07-22,6,YES,YES,111.8
1641,Teacher,0,NULL,2019-07-18,2019-10-27,1,YES,NO,7
1642,Dual,0,N3R,2020-01-26,2020-02-08,3,YES,YES,107.9
1643,55 & Better,0,N2A,2020-10-31,2020-10-31,1,YES,YES,35
1644,Family,0,N2T,2019-03-14,2019-12-30,7,YES,YES,51.2
1645,Family,0,N2A,2019-11-27,2020-02-21,3,YES,YES,150
1646,Family,0,N2K,2014-01-08,2014-04-19,1,YES,YES,0
1647,Dual,0,N2K,2015-09-06,2019-01-04,6,YES,YES,77.69
1648,Dual,0,N2K,2020-02-06,2020-02-06,1,YES,YES,80
1649,Dual,1,N0J,2018-08-02,2020-08-27,15,YES,YES,546.12
1650,Family,0,N2T,2013-08-12,2014-10-01,3,YES,YES,108
1651,Dual,0,N2V,2014-05-16,2014-05-16,1,YES,YES,52.1
1652,Family,0,N3A,2020-02-15,2020-02-17,2,YES,YES,150
1653,Individual,0,N2R,2018-04-06,2019-04-20,10,YES,YES,423.49
1654,Individual,0,N2J,2018-02-19,2020-01-24,10,YES,YES,117
1655,Family,0,N2T,2014-06-30,2015-03-29,4,YES,YES,120
1656,Dual,0,N2H,2018-08-09,2019-12-15,17,YES,YES,190.85
1657,Teacher,0,NULL,2019-01-03,2019-01-03,1,YES,NO,9.95
1658,Teacher,0,NULL,2019-12-21,2019-12-21,1,YES,NO,23.9
1659,Teacher,0,NULL,2017-08-08,2017-08-08,1,YES,NO,8.95
1660,Dual,1,N2K,2018-07-02,2018-09-16,4,YES,YES,118.09
1661,Family,0,N2E,2018-03-11,2018-04-08,2,YES,YES,111.05
1662,Dual,1,N2T,2018-10-06,2019-07-27,9,YES,YES,155.8
1663,Individual,0,N2G,2016-03-04,2018-08-29,36,YES,YES,137
1664,Family,0,N2H,2013-06-28,2013-07-28,2,YES,YES,0
1665,Teacher,0,NULL,2019-08-06,2019-08-06,1,YES,NO,9.95
1666,Student,0,N2E,2013-06-28,2013-07-25,1,YES,YES,0
1667,Dual,0,N2H,2017-05-12,2019-03-13,12,YES,NO,89.95
1668,Individual,0,N2R,2015-04-04,2018-04-02,2,NO,YES,66.55
1669,Family,1,N2E,2020-02-29,2020-03-11,5,YES,YES,106.1
1670,Family,0,N2A,2016-08-13,2017-07-29,10,YES,YES,150
1671,Dual,1,N2N,2013-10-19,2020-01-05,46,YES,YES,532
1672,Dual,0,N2J,2013-07-10,2013-10-26,3,YES,YES,0
1673,Awe,0,M1N,2016-10-01,2020-02-19,210,YES,YES,369.9
1674,Teacher,0,NULL,2017-02-22,2018-04-07,3,YES,NO,0
1675,Dual,0,N2R,2019-03-16,2019-03-16,1,YES,YES,41.05
1676,Family,0,N2L,2017-10-25,2018-05-13,6,YES,YES,114.05
1677,Family,0,N0B,2015-07-17,2016-08-03,4,YES,YES,150
1677,Family,0,N2L,2017-11-24,2017-11-18,2,YES,YES,105.1
1678,Dual,0,N2N,2015-09-04,2015-09-04,1,YES,YES,49.1
1679,Teacher,0,NULL,2014-08-05,2014-08-05,1,NO,NO,8.95
1680,Dual,0,N2P,2018-04-07,2020-01-05,35,YES,YES,202.59
1681,Dual,0,N2H,2014-11-23,2015-08-08,3,NO,YES,0
1682,Family,0,NULL,2019-12-06,2019-12-06,1,YES,NO,150
1683,Teacher,0,NULL,2016-09-11,2019-12-01,5,YES,NO,8.95
1684,Dual,0,L3M,2014-03-16,2014-03-16,1,YES,YES,70
1685,Family,0,N2T,2018-04-08,2019-02-23,5,NO,NO,150
1686,Family,0,N2B,2017-03-17,2018-02-18,2,YES,YES,69.15
1687,Family,0,N1E,2019-03-14,2019-07-17,2,YES,YES,113.95
1688,MAD,0,N1H,2020-01-04,2020-01-04,1,YES,YES,33.85
1689,MAD Social,0,N2P,2017-03-12,2018-01-29,3,YES,YES,244.8
1690,Teacher,0,NULL,2014-06-15,2014-06-15,1,YES,NO,17.9
1691,Individual,1,N2E,2019-07-27,2019-10-31,6,YES,YES,47.1
1692,Dual,0,N2N,2016-03-20,2017-04-25,4,YES,YES,463
1693,Dual,0,N2K,2013-07-10,2015-02-06,21,YES,YES,122.85
1694,Teacher,0,NULL,2017-07-13,2019-08-16,5,YES,NO,18.9
1695,Family,0,N2B,2019-05-26,2020-02-16,9,YES,YES,90.7
1696,Family,0,N1H,2013-08-22,2019-08-23,21,YES,YES,435
1697,Family,0,N2N,2018-11-28,2020-02-23,8,YES,YES,235
1698,Family,0,N2K,2013-06-28,2014-09-04,8,YES,YES,108
1699,Family,0,N2A,2019-03-14,2020-01-24,7,YES,YES,61.05
1700,Family,0,N4T,2014-10-24,2015-06-05,3,YES,YES,150
1701,Teacher,0,NULL,2017-03-15,2017-03-15,1,YES,NO,0
1702,Dual,0,N2N,2015-09-13,2016-01-10,2,YES,YES,0
1703,Family,0,N1E,2019-11-29,2020-02-22,3,YES,YES,0
1704,Dual,0,N0B,2015-03-27,2015-03-27,1,YES,YES,225
1705,Dual,1,N2V,2019-02-16,2019-11-09,12,YES,YES,486.01
1706,Family,0,N2L,2017-07-08,2018-12-27,22,YES,YES,791.63
1706,MAD Social,0,N2L,2018-03-31,2018-11-25,5,YES,YES,299.9
1707,Family,0,N2B,2016-12-14,2020-01-05,29,YES,YES,210
1708,Family,0,N2H,2019-07-01,2020-08-28,3,YES,YES,0
1709,Dual,0,N2N,2015-05-01,2016-06-23,7,YES,YES,1380
1710,Dual,0,N2L,2019-02-02,2020-02-28,5,YES,YES,124.1
1711,55 & Better,0,N1S,2020-08-26,2020-08-26,1,YES,YES,35
1712,Family,0,N3S,2015-09-19,2016-08-01,5,NO,YES,35.85
1713,Teacher,0,NULL,2017-08-18,2017-08-18,1,YES,NO,11.95
1714,Teacher,0,NULL,2019-08-17,2019-10-31,3,YES,NO,13.95
1715,Teacher,0,NULL,2016-08-26,2016-08-26,1,YES,NO,29.85
1716,Dual,0,N1T,2014-08-08,2015-03-13,4,YES,YES,62.05
1717,Individual,0,N2P,2019-02-01,2019-05-01,8,YES,YES,27.9
1718,Family,0,N2H,2013-06-28,2018-04-21,46,YES,YES,539
1719,Teacher,0,NULL,2016-08-25,2016-08-25,1,YES,NO,17.9
1720,Family,0,NULL,2017-10-28,2019-08-18,29,YES,NO,266.1
1721,Family,0,N2E,2014-12-20,2015-10-17,7,YES,NO,161.95
1722,Family,0,N2L,2013-06-28,2017-03-13,16,YES,YES,595.33
1723,Teacher,0,NULL,2017-07-07,2017-08-07,2,YES,NO,0
1724,Teacher,0,NULL,2018-03-25,2018-08-20,1,YES,NO,9.95
1725,55 & Better,0,N2L,2014-04-27,2020-01-19,32,YES,YES,296.1
1726,Family,0,N2H,2013-06-28,2014-05-24,2,YES,YES,0
1727,Family,0,N2N,2016-01-10,2016-10-15,5,YES,YES,130.64
1728,Individual,0,N2M,2016-10-05,2016-11-09,4,YES,YES,51.95
1729,Individual,0,N2G,2015-10-18,2017-01-27,23,YES,YES,10
1730,Dual,0,N2E,2014-01-25,2014-11-30,3,YES,YES,40.1
1731,55 & Better,0,NULL,2015-03-22,2015-03-22,1,YES,NO,30
1732,Family,0,N2V,2019-12-14,2019-12-14,1,NO,YES,150
1733,Teacher,0,NULL,2019-03-11,2019-03-11,1,YES,NO,33.85
1734,Dual,0,N2H,2013-06-28,2016-06-15,14,YES,YES,81.95
1735,55 & Better,0,N0B,2017-01-15,2017-01-15,1,YES,YES,30
1736,Teacher,0,NULL,2019-08-22,2019-08-22,2,YES,NO,29.85
1737,Individual,1,N2M,2018-12-23,2019-10-23,5,YES,YES,150
1738,Dual,0,N2H,2016-01-20,2017-01-20,3,NO,NO,0
1739,Family,0,N2G,2018-06-01,2020-02-12,12,NO,YES,135
1739,Family,0,N2G,2013-06-28,2019-01-04,2,NO,YES,10.95
1740,Dual,0,N2M,2013-12-29,2014-02-13,4,YES,YES,72
1741,Dual,0,N2E,2013-08-28,2014-06-27,4,YES,YES,109.43
1742,Dual,0,NULL,2019-09-29,2020-02-23,8,YES,NO,59.69
1743,Family,0,NULL,2019-02-02,2019-11-24,7,YES,YES,236.75
1744,Dual,0,N2G,2015-07-31,2016-06-04,4,NO,YES,52.09
1745,Teacher,0,NULL,2018-03-14,2018-03-14,1,YES,NO,7
1746,Individual,0,N2L,2017-12-27,2018-06-02,6,NO,YES,82.9
1747,Dual,0,N2K,2013-06-28,2016-04-28,50,YES,YES,214.5
1748,Family,0,N2G,2017-02-04,2019-03-12,20,YES,YES,260.25
1749,Teacher,0,NULL,2016-08-30,2017-08-31,2,YES,NO,0
1750,Dual,0,N2N,2013-07-10,2014-03-26,7,YES,YES,0
1751,Dual,0,N2T,2017-05-14,2018-02-19,5,YES,NO,46.1
1752,Dual,1,N2H,2020-01-31,2020-01-31,1,YES,YES,110
1753,Teacher,0,NULL,2014-06-25,2017-08-11,2,YES,NO,20.9
1754,Teacher,0,NULL,2020-01-05,2020-01-05,1,YES,NO,0
1755,Teacher,0,NULL,2020-02-16,2020-02-16,1,YES,NO,13.95
1756,Dual,0,N2H,2018-01-14,2019-01-05,4,YES,YES,38.74
1757,Dual,0,N2G,2016-07-08,2019-08-26,154,YES,YES,286.85
1757,Family,0,N2G,2020-02-08,2020-10-11,13,YES,YES,150
1758,Family,0,N2H,2015-01-29,2016-01-30,10,YES,YES,470.91
1759,Family,0,N2M,2018-10-19,2019-08-11,15,YES,YES,136.05
1760,MAD Social,0,N2H,2016-12-08,2018-01-23,5,YES,YES,173.1
1761,Family,0,N2K,2017-12-07,2018-02-19,2,YES,YES,127.13
1762,Individual,0,N2P,2015-09-06,2016-02-15,4,YES,YES,77.15
1763,Dual,0,N3B,2016-02-18,2019-04-03,6,YES,YES,1740
1764,MAD,0,N2E,2017-09-12,2017-09-12,1,YES,YES,0
1765,Individual,0,N2M,2015-11-15,2016-05-15,13,YES,YES,52.95
1766,Family,0,N0B,2019-01-05,2019-12-30,6,YES,YES,183.85
1767,Teacher,0,NULL,2014-07-16,2014-07-16,1,YES,NO,5
1768,Dual,0,N3C,2013-06-28,2014-05-30,3,YES,YES,0
1769,Individual,0,N2H,2015-03-14,2015-10-18,3,YES,YES,51.95
1770,Individual,0,N3A,2016-10-15,2017-10-07,9,NO,YES,20.9
1771,55 & Better,0,N2M,2013-06-28,2014-04-04,12,YES,YES,38.45
1772,Individual,0,N2H,2017-01-14,2017-02-26,1,YES,YES,0
1773,Dual,0,NULL,2013-06-28,2013-10-04,1,NO,NO,0
1774,Family,0,N0G,2017-03-17,2017-11-26,2,YES,YES,58.2
1775,Dual,0,N2E,2015-12-03,2016-12-29,3,YES,YES,17.9
1776,Dual,0,N2T,2015-10-04,2018-09-29,18,YES,YES,135
1777,Individual,0,N2A,2016-03-26,2016-12-31,5,YES,NO,104.75
1778,Teacher,0,NULL,2017-03-30,2019-12-30,10,YES,NO,65.7
1779,Dual,0,N2L,2020-03-05,2020-03-05,1,YES,YES,60.55
1780,Dual,0,N2H,2015-07-22,2016-12-28,8,YES,YES,120
1781,Dual,0,N2H,2016-03-10,2017-01-07,8,YES,YES,289
1782,Teacher,0,NULL,2017-03-16,2017-03-16,1,YES,NO,8.95
1783,Dual,0,N2V,2013-07-10,2019-04-28,14,YES,YES,190
1784,Teacher,0,NULL,2017-02-16,2020-01-12,10,YES,NO,0
1785,Family,0,N2K,2018-03-31,2019-03-12,5,YES,YES,150
1786,Individual,0,N2N,2017-03-18,2018-02-24,25,NO,NO,40
1787,Teacher,0,NULL,2016-10-30,2018-04-25,3,YES,NO,0
1788,Teacher,0,NULL,2020-01-15,2020-01-15,1,YES,NO,14
1789,Family,0,N2M,2019-08-27,2019-08-27,1,YES,YES,93.15
1790,Family,0,N2P,2015-06-14,2020-01-25,30,NO,YES,468
1791,Family,0,N2J,2015-06-28,2016-02-21,3,YES,YES,156.29
1792,Teacher,0,NULL,2018-03-31,2019-03-16,3,YES,NO,57.75
1793,Teacher,0,NULL,2018-12-19,2020-01-03,2,YES,NO,0
1794,Teacher,0,NULL,2018-08-11,2018-08-11,1,YES,NO,23.9
1795,Individual,1,NULL,2018-11-18,2018-11-18,1,NO,NO,75
1796,Family,0,NULL,2019-05-26,2020-02-22,3,YES,YES,0
1797,Teacher,0,NULL,2017-10-28,2017-10-28,1,YES,NO,0
1798,Dual,0,N2T,2014-11-23,2015-11-08,20,YES,YES,82.45
1798,Dual,0,N2T,2016-02-19,2018-03-10,35,YES,YES,144.95
1799,Teacher,0,NULL,2020-01-02,2020-01-02,1,YES,NO,0
1800,Dual,0,N2T,2013-06-28,2016-05-11,11,YES,YES,938
1801,Dual,0,N2R,2013-06-28,2018-06-13,1,YES,YES,450
1802,Individual,0,N2P,2018-05-06,2019-05-16,2,YES,YES,455.5
1803,Family,0,N2A,2013-06-28,2020-03-06,48,YES,YES,773.7
1804,Teacher,0,NULL,2016-10-22,2016-10-22,1,YES,NO,8.95
1805,Individual,0,N2L,2014-07-17,2018-07-20,22,NO,YES,3735.86
1806,Teacher,0,NULL,2014-07-16,2018-03-18,5,NO,NO,0
1807,Dual,1,N2E,2019-04-20,2019-07-23,2,YES,YES,72.15
1808,Family,0,N3C,2019-10-06,2020-03-08,4,YES,YES,111.05
1809,Dual,0,N5A,2015-09-11,2016-09-29,8,YES,YES,47.1
1810,Family,0,N2K,2019-08-04,2020-01-11,6,YES,YES,125.2
